Ano (data);País;Região;Estado;Estado sigla;Município (Municípios);Município Estado;Latitude;Longitude;Espécie florestal;Área (ha)
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Cidreira;Cidreira (RS);-30,12;-50,27;Pinus;1979
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Cidreira;Cidreira (RS);-30,12;-50,27;Outras espécies;0
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Cidreira;Cidreira (RS);-30,12;-50,27;Outras espécies;0
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Cidreira;Cidreira (RS);-30,12;-50,27;Outras espécies;0
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Ciríaco;Ciríaco (RS);-28,35;-51,92;Eucalipto;210
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Ciríaco;Ciríaco (RS);-28,35;-51,92;Eucalipto;210
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Ciríaco;Ciríaco (RS);-28,35;-51,92;Eucalipto;210
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Ciríaco;Ciríaco (RS);-28,35;-51,92;Pinus;220
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Ciríaco;Ciríaco (RS);-28,35;-51,92;Pinus;220
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Ciríaco;Ciríaco (RS);-28,35;-51,92;Pinus;220
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Ciríaco;Ciríaco (RS);-28,35;-51,92;Outras espécies;0
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Ciríaco;Ciríaco (RS);-28,35;-51,92;Outras espécies;0
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Ciríaco;Ciríaco (RS);-28,35;-51,92;Outras espécies;0
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Colinas;Colinas (RS);-29,39;-51,87;Eucalipto;75
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Colinas;Colinas (RS);-29,39;-51,87;Eucalipto;75
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Colinas;Colinas (RS);-29,39;-51,87;Eucalipto;75
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Colinas;Colinas (RS);-29,39;-51,87;Pinus;0
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Colinas;Colinas (RS);-29,39;-51,87;Pinus;0
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Colinas;Colinas (RS);-29,39;-51,87;Pinus;0
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Colinas;Colinas (RS);-29,39;-51,87;Outras espécies;5
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Colinas;Colinas (RS);-29,39;-51,87;Outras espécies;5
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Colinas;Colinas (RS);-29,39;-51,87;Outras espécies;3
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Colorado;Colorado (RS);-28,47;-52,99;Eucalipto;32
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Colorado;Colorado (RS);-28,47;-52,99;Eucalipto;31
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Colorado;Colorado (RS);-28,47;-52,99;Eucalipto;30
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Colorado;Colorado (RS);-28,47;-52,99;Pinus;0
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Colorado;Colorado (RS);-28,47;-52,99;Pinus;0
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Colorado;Colorado (RS);-28,47;-52,99;Pinus;0
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Colorado;Colorado (RS);-28,47;-52,99;Outras espécies;0
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Colorado;Colorado (RS);-28,47;-52,99;Outras espécies;0
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Colorado;Colorado (RS);-28,47;-52,99;Outras espécies;0
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Condor;Condor (RS);-28,17;-53,49;Eucalipto;90
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Condor;Condor (RS);-28,17;-53,49;Eucalipto;88
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Condor;Condor (RS);-28,17;-53,49;Eucalipto;84
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Condor;Condor (RS);-28,17;-53,49;Pinus;0
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Condor;Condor (RS);-28,17;-53,49;Pinus;0
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Condor;Condor (RS);-28,17;-53,49;Pinus;0
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Condor;Condor (RS);-28,17;-53,49;Outras espécies;0
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Condor;Condor (RS);-28,17;-53,49;Outras espécies;0
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Condor;Condor (RS);-28,17;-53,49;Outras espécies;0
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Constantina;Constantina (RS);-27,69;-52,99;Eucalipto;50
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Constantina;Constantina (RS);-27,69;-52,99;Eucalipto;37
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Constantina;Constantina (RS);-27,69;-52,99;Eucalipto;35
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Constantina;Constantina (RS);-27,69;-52,99;Pinus;6
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Constantina;Constantina (RS);-27,69;-52,99;Pinus;5
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Constantina;Constantina (RS);-27,69;-52,99;Pinus;5
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Constantina;Constantina (RS);-27,69;-52,99;Outras espécies;0
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Constantina;Constantina (RS);-27,69;-52,99;Outras espécies;0
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Constantina;Constantina (RS);-27,69;-52,99;Outras espécies;0
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Coqueiro Baixo;Coqueiro Baixo (RS);-29,17;-52,13;Eucalipto;520
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Coqueiro Baixo;Coqueiro Baixo (RS);-29,17;-52,13;Eucalipto;550
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Coqueiro Baixo;Coqueiro Baixo (RS);-29,17;-52,13;Eucalipto;550
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Coqueiro Baixo;Coqueiro Baixo (RS);-29,17;-52,13;Pinus;40
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Coqueiro Baixo;Coqueiro Baixo (RS);-29,17;-52,13;Pinus;40
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Coqueiro Baixo;Coqueiro Baixo (RS);-29,17;-52,13;Pinus;40
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Coqueiro Baixo;Coqueiro Baixo (RS);-29,17;-52,13;Outras espécies;40
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Coqueiro Baixo;Coqueiro Baixo (RS);-29,17;-52,13;Outras espécies;35
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Coqueiro Baixo;Coqueiro Baixo (RS);-29,17;-52,13;Outras espécies;30
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Coqueiros do Sul;Coqueiros do Sul (RS);-28,13;-52,76;Eucalipto;200
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Coqueiros do Sul;Coqueiros do Sul (RS);-28,13;-52,76;Eucalipto;175
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Coqueiros do Sul;Coqueiros do Sul (RS);-28,13;-52,76;Eucalipto;185
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Coqueiros do Sul;Coqueiros do Sul (RS);-28,13;-52,76;Pinus;630
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Coqueiros do Sul;Coqueiros do Sul (RS);-28,13;-52,76;Pinus;600
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Coqueiros do Sul;Coqueiros do Sul (RS);-28,13;-52,76;Pinus;579
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Coqueiros do Sul;Coqueiros do Sul (RS);-28,13;-52,76;Outras espécies;0
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Coqueiros do Sul;Coqueiros do Sul (RS);-28,13;-52,76;Outras espécies;0
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Coqueiros do Sul;Coqueiros do Sul (RS);-28,13;-52,76;Outras espécies;0
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Coronel Barros;Coronel Barros (RS);-28,4;-54,06;Eucalipto;100
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Coronel Barros;Coronel Barros (RS);-28,4;-54,06;Eucalipto;105
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Coronel Barros;Coronel Barros (RS);-28,4;-54,06;Eucalipto;70
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Coronel Barros;Coronel Barros (RS);-28,4;-54,06;Pinus;0
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Coronel Barros;Coronel Barros (RS);-28,4;-54,06;Pinus;0
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Coronel Barros;Coronel Barros (RS);-28,4;-54,06;Pinus;0
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Coronel Barros;Coronel Barros (RS);-28,4;-54,06;Outras espécies;5
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Coronel Barros;Coronel Barros (RS);-28,4;-54,06;Outras espécies;5
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Coronel Barros;Coronel Barros (RS);-28,4;-54,06;Outras espécies;5
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Coronel Bicaco;Coronel Bicaco (RS);-27,8;-53,65;Eucalipto;450
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Coronel Bicaco;Coronel Bicaco (RS);-27,8;-53,65;Eucalipto;439
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Coronel Bicaco;Coronel Bicaco (RS);-27,8;-53,65;Eucalipto;426
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Coronel Bicaco;Coronel Bicaco (RS);-27,8;-53,65;Pinus;92
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Coronel Bicaco;Coronel Bicaco (RS);-27,8;-53,65;Pinus;90
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Coronel Bicaco;Coronel Bicaco (RS);-27,8;-53,65;Pinus;86
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Coronel Bicaco;Coronel Bicaco (RS);-27,8;-53,65;Outras espécies;90
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Coronel Bicaco;Coronel Bicaco (RS);-27,8;-53,65;Outras espécies;87
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Coronel Bicaco;Coronel Bicaco (RS);-27,8;-53,65;Outras espécies;85
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Coronel Pilar;Coronel Pilar (RS);-29,26;-51,72;Eucalipto;350
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Coronel Pilar;Coronel Pilar (RS);-29,26;-51,72;Eucalipto;350
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Coronel Pilar;Coronel Pilar (RS);-29,26;-51,72;Eucalipto;350
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Coronel Pilar;Coronel Pilar (RS);-29,26;-51,72;Pinus;0
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Coronel Pilar;Coronel Pilar (RS);-29,26;-51,72;Pinus;0
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Coronel Pilar;Coronel Pilar (RS);-29,26;-51,72;Pinus;0
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Coronel Pilar;Coronel Pilar (RS);-29,26;-51,72;Outras espécies;300
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Coronel Pilar;Coronel Pilar (RS);-29,26;-51,72;Outras espécies;300
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Coronel Pilar;Coronel Pilar (RS);-29,26;-51,72;Outras espécies;290
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Cotiporã;Cotiporã (RS);-29;-51,69;Eucalipto;230
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Cotiporã;Cotiporã (RS);-29;-51,69;Eucalipto;250
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Cotiporã;Cotiporã (RS);-29;-51,69;Eucalipto;250
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Cotiporã;Cotiporã (RS);-29;-51,69;Pinus;0
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Cotiporã;Cotiporã (RS);-29;-51,69;Pinus;0
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Cotiporã;Cotiporã (RS);-29;-51,69;Pinus;0
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Cotiporã;Cotiporã (RS);-29;-51,69;Outras espécies;0
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Cotiporã;Cotiporã (RS);-29;-51,69;Outras espécies;0
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Cotiporã;Cotiporã (RS);-29;-51,69;Outras espécies;0
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Coxilha;Coxilha (RS);-28,12;-52,33;Eucalipto;15
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Coxilha;Coxilha (RS);-28,12;-52,33;Eucalipto;15
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Coxilha;Coxilha (RS);-28,12;-52,33;Eucalipto;15
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Coxilha;Coxilha (RS);-28,12;-52,33;Pinus;4
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Coxilha;Coxilha (RS);-28,12;-52,33;Pinus;4
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Coxilha;Coxilha (RS);-28,12;-52,33;Pinus;4
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Coxilha;Coxilha (RS);-28,12;-52,33;Outras espécies;0
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Coxilha;Coxilha (RS);-28,12;-52,33;Outras espécies;0
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Coxilha;Coxilha (RS);-28,12;-52,33;Outras espécies;0
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Crissiumal;Crissiumal (RS);-27,49;-54,14;Eucalipto;750
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Crissiumal;Crissiumal (RS);-27,49;-54,14;Eucalipto;750
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Crissiumal;Crissiumal (RS);-27,49;-54,14;Eucalipto;750
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Crissiumal;Crissiumal (RS);-27,49;-54,14;Pinus;0
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Crissiumal;Crissiumal (RS);-27,49;-54,14;Pinus;0
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Crissiumal;Crissiumal (RS);-27,49;-54,14;Pinus;0
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Crissiumal;Crissiumal (RS);-27,49;-54,14;Outras espécies;0
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Crissiumal;Crissiumal (RS);-27,49;-54,14;Outras espécies;0
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Crissiumal;Crissiumal (RS);-27,49;-54,14;Outras espécies;0
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Cristal;Cristal (RS);-31,01;-52,03;Eucalipto;2600
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Cristal;Cristal (RS);-31,01;-52,03;Eucalipto;2886
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Cristal;Cristal (RS);-31,01;-52,03;Eucalipto;2684
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Cristal;Cristal (RS);-31,01;-52,03;Pinus;0
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Cristal;Cristal (RS);-31,01;-52,03;Pinus;0
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Cristal;Cristal (RS);-31,01;-52,03;Pinus;0
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Cristal;Cristal (RS);-31,01;-52,03;Outras espécies;1300
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Cristal;Cristal (RS);-31,01;-52,03;Outras espécies;1443
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Cristal;Cristal (RS);-31,01;-52,03;Outras espécies;1515
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Cristal do Sul;Cristal do Sul (RS);-27,43;-53,25;Eucalipto;70
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Cristal do Sul;Cristal do Sul (RS);-27,43;-53,25;Eucalipto;100
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Cristal do Sul;Cristal do Sul (RS);-27,43;-53,25;Eucalipto;110
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Cristal do Sul;Cristal do Sul (RS);-27,43;-53,25;Pinus;20
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Cristal do Sul;Cristal do Sul (RS);-27,43;-53,25;Pinus;20
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Cristal do Sul;Cristal do Sul (RS);-27,43;-53,25;Pinus;19
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Cristal do Sul;Cristal do Sul (RS);-27,43;-53,25;Outras espécies;20
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Cristal do Sul;Cristal do Sul (RS);-27,43;-53,25;Outras espécies;19
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Cristal do Sul;Cristal do Sul (RS);-27,43;-53,25;Outras espécies;18
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Cruz Alta;Cruz Alta (RS);-28,7;-53,56;Eucalipto;200
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Cruz Alta;Cruz Alta (RS);-28,7;-53,56;Eucalipto;196
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Cruz Alta;Cruz Alta (RS);-28,7;-53,56;Eucalipto;197
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Cruz Alta;Cruz Alta (RS);-28,7;-53,56;Pinus;6
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Cruz Alta;Cruz Alta (RS);-28,7;-53,56;Pinus;6
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Cruz Alta;Cruz Alta (RS);-28,7;-53,56;Pinus;0
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Cruz Alta;Cruz Alta (RS);-28,7;-53,56;Outras espécies;0
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Cruz Alta;Cruz Alta (RS);-28,7;-53,56;Outras espécies;0
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Cruz Alta;Cruz Alta (RS);-28,7;-53,56;Outras espécies;0
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Cruzaltense;Cruzaltense (RS);-27,63;-52,64;Eucalipto;200
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Cruzaltense;Cruzaltense (RS);-27,63;-52,64;Eucalipto;200
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Cruzaltense;Cruzaltense (RS);-27,63;-52,64;Eucalipto;200
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Cruzaltense;Cruzaltense (RS);-27,63;-52,64;Pinus;50
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Cruzaltense;Cruzaltense (RS);-27,63;-52,64;Pinus;50
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Cruzaltense;Cruzaltense (RS);-27,63;-52,64;Pinus;50
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Cruzaltense;Cruzaltense (RS);-27,63;-52,64;Outras espécies;50
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Cruzaltense;Cruzaltense (RS);-27,63;-52,64;Outras espécies;50
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Cruzaltense;Cruzaltense (RS);-27,63;-52,64;Outras espécies;20
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Cruzeiro do Sul;Cruzeiro do Sul (RS);-29,54;-52,03;Eucalipto;200
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Cruzeiro do Sul;Cruzeiro do Sul (RS);-29,54;-52,03;Eucalipto;200
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Cruzeiro do Sul;Cruzeiro do Sul (RS);-29,54;-52,03;Eucalipto;180
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Cruzeiro do Sul;Cruzeiro do Sul (RS);-29,54;-52,03;Pinus;5
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Cruzeiro do Sul;Cruzeiro do Sul (RS);-29,54;-52,03;Pinus;5
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Cruzeiro do Sul;Cruzeiro do Sul (RS);-29,54;-52,03;Pinus;5
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Cruzeiro do Sul;Cruzeiro do Sul (RS);-29,54;-52,03;Outras espécies;0
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Cruzeiro do Sul;Cruzeiro do Sul (RS);-29,54;-52,03;Outras espécies;0
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Cruzeiro do Sul;Cruzeiro do Sul (RS);-29,54;-52,03;Outras espécies;0
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;David Canabarro;David Canabarro (RS);-28,42;-51,81;Eucalipto;220
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;David Canabarro;David Canabarro (RS);-28,42;-51,81;Eucalipto;220
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;David Canabarro;David Canabarro (RS);-28,42;-51,81;Eucalipto;220
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;David Canabarro;David Canabarro (RS);-28,42;-51,81;Pinus;250
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;David Canabarro;David Canabarro (RS);-28,42;-51,81;Pinus;250
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;David Canabarro;David Canabarro (RS);-28,42;-51,81;Pinus;250
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;David Canabarro;David Canabarro (RS);-28,42;-51,81;Outras espécies;0
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;David Canabarro;David Canabarro (RS);-28,42;-51,81;Outras espécies;0
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;David Canabarro;David Canabarro (RS);-28,42;-51,81;Outras espécies;0
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Derrubadas;Derrubadas (RS);-27,24;-53,89;Eucalipto;300
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Derrubadas;Derrubadas (RS);-27,24;-53,89;Eucalipto;320
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Derrubadas;Derrubadas (RS);-27,24;-53,89;Eucalipto;350
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Derrubadas;Derrubadas (RS);-27,24;-53,89;Pinus;0
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Derrubadas;Derrubadas (RS);-27,24;-53,89;Pinus;0
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Derrubadas;Derrubadas (RS);-27,24;-53,89;Pinus;0
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Derrubadas;Derrubadas (RS);-27,24;-53,89;Outras espécies;0
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Derrubadas;Derrubadas (RS);-27,24;-53,89;Outras espécies;0
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Derrubadas;Derrubadas (RS);-27,24;-53,89;Outras espécies;0
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Dezesseis de Novembro;Dezesseis de Novembro (RS);-28,2;-55,08;Eucalipto;18
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Dezesseis de Novembro;Dezesseis de Novembro (RS);-28,2;-55,08;Eucalipto;18
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Dezesseis de Novembro;Dezesseis de Novembro (RS);-28,2;-55,08;Eucalipto;20
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Dezesseis de Novembro;Dezesseis de Novembro (RS);-28,2;-55,08;Pinus;0
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Dezesseis de Novembro;Dezesseis de Novembro (RS);-28,2;-55,08;Pinus;0
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Dezesseis de Novembro;Dezesseis de Novembro (RS);-28,2;-55,08;Pinus;0
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Dezesseis de Novembro;Dezesseis de Novembro (RS);-28,2;-55,08;Outras espécies;0
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Dezesseis de Novembro;Dezesseis de Novembro (RS);-28,2;-55,08;Outras espécies;0
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Dezesseis de Novembro;Dezesseis de Novembro (RS);-28,2;-55,08;Outras espécies;0
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Dilermando de Aguiar;Dilermando de Aguiar (RS);-29,81;-54,16;Eucalipto;170
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Dilermando de Aguiar;Dilermando de Aguiar (RS);-29,81;-54,16;Eucalipto;170
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Dilermando de Aguiar;Dilermando de Aguiar (RS);-29,81;-54,16;Eucalipto;170
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Dilermando de Aguiar;Dilermando de Aguiar (RS);-29,81;-54,16;Pinus;0
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Dilermando de Aguiar;Dilermando de Aguiar (RS);-29,81;-54,16;Pinus;0
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Dilermando de Aguiar;Dilermando de Aguiar (RS);-29,81;-54,16;Pinus;0
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Dilermando de Aguiar;Dilermando de Aguiar (RS);-29,81;-54,16;Outras espécies;0
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Dilermando de Aguiar;Dilermando de Aguiar (RS);-29,81;-54,16;Outras espécies;0
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Dilermando de Aguiar;Dilermando de Aguiar (RS);-29,81;-54,16;Outras espécies;0
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Dois Irmãos;Dois Irmãos (RS);-29,6;-51,09;Eucalipto;680
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Dois Irmãos;Dois Irmãos (RS);-29,6;-51,09;Eucalipto;680
31/12/2016;Brasil;Sul;Rio Grande do Sul;RS;Dois Irmãos;Dois Irmãos (RS);-29,6;-51,09;Eucalipto;600
31/12/2014;Brasil;Sul;Rio Grande do Sul;RS;Dois Irmãos;Dois Irmãos (RS);-29,6;-51,09;Pinus;0
31/12/2015;Brasil;Sul;Rio Grande do Sul;RS;Dois Irmãos;Dois Irmãos (RS);-29,6;-51,09;Pinus;0
